filename,indices,cluster_num
2013017.0900,"(0, 0)",1
2013017.0900,"(0, 1)",1
2013017.0900,"(0, 2)",1
2013017.0900,"(0, 3)",15
2013017.0900,"(0, 4)",15
2013017.0900,"(0, 7)",9
2013017.0900,"(0, 8)",16
2013017.0900,"(0, 9)",17
2013017.0900,"(1, 0)",1
2013017.0900,"(1, 1)",15
2013017.0900,"(1, 2)",1
2013017.0900,"(1, 3)",1
2013017.0900,"(1, 4)",15
2013017.0900,"(1, 5)",15
2013017.0900,"(1, 7)",16
2013017.0900,"(1, 8)",1
2013017.0900,"(1, 9)",1
2013017.0900,"(2, 0)",15
2013017.0900,"(2, 1)",15
2013017.0900,"(2, 2)",1
2013017.0900,"(2, 3)",1
2013017.0900,"(2, 4)",15
2013017.0900,"(2, 5)",18
2013017.0900,"(2, 7)",16
2013017.0900,"(2, 8)",1
2013017.0900,"(2, 9)",1
2013017.0900,"(3, 0)",15
2013017.0900,"(3, 1)",15
2013017.0900,"(3, 2)",15
2013017.0900,"(3, 3)",15
2013017.0900,"(3, 4)",15
2013017.0900,"(3, 5)",15
2013017.0900,"(3, 7)",16
2013017.0900,"(3, 8)",0
2013017.0900,"(3, 9)",1
2013017.0900,"(4, 1)",15
2013017.0900,"(4, 2)",15
2013017.0900,"(4, 3)",15
2013017.0900,"(4, 4)",15
2013017.0900,"(4, 5)",15
2013017.0900,"(4, 7)",16
2013017.0900,"(4, 8)",1
2013017.0900,"(4, 9)",16
2013017.0900,"(5, 1)",15
2013017.0900,"(5, 2)",15
2013017.0900,"(5, 3)",15
2013017.0900,"(5, 4)",15
2013017.0900,"(5, 5)",1
2013017.0900,"(5, 6)",15
2013017.0900,"(5, 7)",15
2013017.0900,"(5, 8)",1
2013017.0900,"(6, 1)",16
2013017.0900,"(6, 2)",15
2013017.0900,"(6, 3)",15
2013017.0900,"(6, 4)",15
2013017.0900,"(6, 5)",15
2013017.0900,"(6, 6)",15
2013017.0900,"(6, 7)",15
2013017.0900,"(7, 2)",16
2013017.0900,"(7, 3)",15
2013017.0900,"(7, 4)",15
2013017.0900,"(7, 5)",15
2013017.0900,"(7, 6)",16
2013017.0900,"(7, 8)",9
2013017.0900,"(8, 0)",9
2013017.0900,"(8, 2)",16
2013017.0900,"(8, 8)",16
2013017.0900,"(9, 0)",16
2013017.0900,"(10, 0)",16
2013017.0900,"(10, 7)",16
2013017.0900,"(10, 8)",16
2013017.0900,"(10, 9)",16
2013017.0900,"(11, 0)",16
2013017.0900,"(11, 6)",9
2013017.0900,"(11, 7)",16
2013017.0900,"(11, 8)",16
2013017.0900,"(11, 9)",16
2013017.0900,"(12, 0)",16
2013017.0900,"(12, 7)",16
2013017.0900,"(12, 8)",16
2013017.0900,"(12, 9)",16
2013017.0900,"(13, 0)",9
2013017.0900,"(13, 7)",16
2013017.0900,"(13, 8)",16
2013017.0900,"(13, 9)",16
2013017.0900,"(14, 0)",9
2013017.0900,"(14, 1)",18
2013017.0900,"(14, 2)",18
2013017.0900,"(14, 9)",16
2010065.0755,"(0, 1)",4
2010065.0755,"(0, 2)",4
2010065.0755,"(0, 3)",2
2010065.0755,"(0, 5)",5
2010065.0755,"(0, 6)",5
2010065.0755,"(0, 7)",5
2010065.0755,"(0, 8)",13
2010065.0755,"(0, 9)",13
2010065.0755,"(1, 2)",4
2010065.0755,"(1, 3)",2
2010065.0755,"(1, 6)",5
2010065.0755,"(1, 7)",5
2010065.0755,"(1, 8)",5
2010065.0755,"(1, 9)",13
2010065.0755,"(2, 2)",4
2010065.0755,"(2, 3)",2
2010065.0755,"(2, 6)",5
2010065.0755,"(2, 7)",5
2010065.0755,"(2, 8)",5
2010065.0755,"(2, 9)",13
2010065.0755,"(3, 2)",4
2010065.0755,"(3, 6)",5
2010065.0755,"(3, 7)",5
2010065.0755,"(3, 9)",5
2010065.0755,"(4, 6)",5
2010065.0755,"(4, 7)",5
2010065.0755,"(4, 9)",5
2010065.0755,"(5, 6)",5
2010065.0755,"(5, 7)",5
2010065.0755,"(5, 9)",5
2010065.0755,"(6, 6)",5
2010065.0755,"(6, 7)",5
2010065.0755,"(7, 2)",12
2010065.0755,"(7, 7)",5
2010065.0755,"(7, 9)",13
2010065.0755,"(8, 1)",4
2010065.0755,"(8, 2)",2
2010065.0755,"(9, 0)",4
2010065.0755,"(9, 1)",12
2010065.0755,"(9, 2)",5
2010065.0755,"(9, 3)",5
2010065.0755,"(10, 0)",12
2010065.0755,"(10, 1)",5
2010065.0755,"(10, 2)",2
2010065.0755,"(10, 3)",4
2010065.0755,"(10, 4)",2
2010065.0755,"(10, 9)",13
2010065.0755,"(11, 0)",13
2010065.0755,"(11, 1)",5
2010065.0755,"(11, 2)",5
2010065.0755,"(11, 3)",12
2010065.0755,"(11, 4)",2
2010065.0755,"(11, 5)",2
2010065.0755,"(11, 7)",13
2010065.0755,"(11, 8)",13
2010065.0755,"(11, 9)",7
2010065.0755,"(12, 0)",12
2010065.0755,"(12, 1)",2
2010065.0755,"(12, 2)",2
2010065.0755,"(12, 3)",2
2010065.0755,"(12, 4)",2
2010065.0755,"(12, 5)",2
2010065.0755,"(12, 6)",5
2010065.0755,"(12, 7)",13
2010065.0755,"(12, 8)",13
2010065.0755,"(12, 9)",7
2010065.0755,"(13, 0)",5
2010065.0755,"(13, 1)",2
2010065.0755,"(13, 2)",4
2010065.0755,"(13, 3)",4
2010065.0755,"(13, 4)",14
2010065.0755,"(13, 5)",14
2010065.0755,"(13, 6)",14
2010065.0755,"(13, 7)",11
2010065.0755,"(13, 8)",11
2010065.0755,"(13, 9)",15
2010065.0755,"(14, 0)",12
2010065.0755,"(14, 1)",2
2010065.0755,"(14, 2)",14
2010065.0755,"(14, 3)",14
2010065.0755,"(14, 4)",6
2010065.0755,"(14, 5)",6
2010065.0755,"(14, 6)",6
2010065.0755,"(14, 7)",10
2010065.0755,"(14, 8)",6
2010065.0755,"(14, 9)",10
2012299.0345,"(0, 1)",9
2012299.0345,"(0, 2)",9
2012299.0345,"(0, 3)",3
2012299.0345,"(0, 7)",9
2012299.0345,"(1, 1)",3
2012299.0345,"(1, 2)",9
2012299.0345,"(2, 2)",3
2012299.0345,"(2, 7)",9
2012299.0345,"(3, 1)",3
2012299.0345,"(3, 6)",9
2012299.0345,"(3, 8)",3
2012299.0345,"(4, 0)",3
2012299.0345,"(4, 1)",9
2012299.0345,"(4, 4)",9
2012299.0345,"(4, 5)",9
2012299.0345,"(4, 6)",9
2012299.0345,"(4, 7)",9
2012299.0345,"(4, 8)",9
2012299.0345,"(4, 9)",9
2012299.0345,"(5, 0)",3
2012299.0345,"(5, 3)",9
2012299.0345,"(5, 4)",9
2012299.0345,"(5, 5)",9
2012299.0345,"(5, 6)",9
2012299.0345,"(5, 7)",9
2012299.0345,"(5, 8)",9
2012299.0345,"(5, 9)",9
2012299.0345,"(6, 0)",3
2012299.0345,"(6, 2)",9
2012299.0345,"(6, 3)",9
2012299.0345,"(6, 4)",9
2012299.0345,"(6, 5)",9
2012299.0345,"(6, 6)",9
2012299.0345,"(6, 7)",16
2012299.0345,"(6, 8)",9
2012299.0345,"(6, 9)",8
2012299.0345,"(7, 0)",3
2012299.0345,"(7, 1)",3
2012299.0345,"(7, 2)",9
2012299.0345,"(7, 3)",9
2012299.0345,"(7, 4)",9
2012299.0345,"(7, 5)",9
2012299.0345,"(7, 6)",9
2012299.0345,"(7, 7)",16
2012299.0345,"(7, 8)",16
2012299.0345,"(7, 9)",16
2012299.0345,"(8, 0)",3
2012299.0345,"(8, 1)",3
2012299.0345,"(8, 3)",9
2012299.0345,"(8, 4)",9
2012299.0345,"(8, 5)",16
2012299.0345,"(8, 6)",16
2012299.0345,"(8, 7)",16
2012299.0345,"(8, 8)",16
2012299.0345,"(8, 9)",16
2012299.0345,"(9, 0)",9
2012299.0345,"(9, 1)",3
2012299.0345,"(9, 2)",9
2012299.0345,"(9, 3)",16
2012299.0345,"(9, 4)",16
2012299.0345,"(9, 5)",16
2012299.0345,"(9, 6)",16
2012299.0345,"(9, 7)",16
2012299.0345,"(9, 8)",16
2012299.0345,"(9, 9)",16
2012299.0345,"(10, 0)",16
2012299.0345,"(10, 1)",9
2012299.0345,"(10, 2)",9
2012299.0345,"(10, 3)",16
2012299.0345,"(10, 4)",16
2012299.0345,"(10, 5)",15
2012299.0345,"(10, 6)",16
2012299.0345,"(10, 7)",16
2012299.0345,"(10, 8)",16
2012299.0345,"(10, 9)",1
2012299.0345,"(11, 0)",16
2012299.0345,"(11, 1)",9
2012299.0345,"(11, 2)",16
2012299.0345,"(11, 3)",16
2012299.0345,"(11, 4)",15
2012299.0345,"(11, 5)",16
2012299.0345,"(11, 6)",16
2012299.0345,"(11, 7)",16
2012299.0345,"(11, 8)",15
2012299.0345,"(11, 9)",1
2012299.0345,"(12, 0)",16
2012299.0345,"(12, 1)",16
2012299.0345,"(12, 2)",16
2012299.0345,"(12, 3)",16
2012299.0345,"(12, 4)",8
2012299.0345,"(12, 5)",16
2012299.0345,"(12, 6)",16
2012299.0345,"(12, 7)",16
2012299.0345,"(12, 8)",15
2012299.0345,"(12, 9)",1
2012299.0345,"(13, 0)",16
2012299.0345,"(13, 1)",16
2012299.0345,"(13, 2)",16
2012299.0345,"(13, 3)",8
2012299.0345,"(13, 4)",8
2012299.0345,"(13, 5)",8
2012299.0345,"(13, 6)",16
2012299.0345,"(13, 7)",18
2012299.0345,"(13, 8)",7
2012299.0345,"(13, 9)",1
2012299.0345,"(14, 0)",1
2012299.0345,"(14, 1)",16
2012299.0345,"(14, 2)",8
2012299.0345,"(14, 3)",8
2012299.0345,"(14, 4)",8
2012299.0345,"(14, 5)",8
2012299.0345,"(14, 6)",8
2012299.0345,"(14, 7)",16
2012299.0345,"(14, 9)",15
2004145.1215,"(0, 0)",9
2004145.1215,"(0, 1)",18
2004145.1215,"(0, 2)",18
2004145.1215,"(0, 3)",18
2004145.1215,"(0, 4)",18
2004145.1215,"(0, 5)",9
2004145.1215,"(0, 6)",3
2004145.1215,"(0, 7)",9
2004145.1215,"(0, 8)",9
2004145.1215,"(0, 9)",16
2004145.1215,"(1, 0)",9
2004145.1215,"(1, 1)",18
2004145.1215,"(1, 2)",18
2004145.1215,"(1, 3)",18
2004145.1215,"(1, 4)",18
2004145.1215,"(1, 5)",18
2004145.1215,"(1, 6)",9
2004145.1215,"(1, 7)",3
2004145.1215,"(1, 8)",9
2004145.1215,"(1, 9)",16
2004145.1215,"(2, 0)",9
2004145.1215,"(2, 1)",18
2004145.1215,"(2, 2)",18
2004145.1215,"(2, 3)",18
2004145.1215,"(2, 4)",18
2004145.1215,"(2, 5)",18
2004145.1215,"(2, 6)",9
2004145.1215,"(2, 7)",3
2004145.1215,"(2, 8)",3
2004145.1215,"(2, 9)",3
2004145.1215,"(3, 0)",9
2004145.1215,"(3, 1)",18
2004145.1215,"(3, 2)",18
2004145.1215,"(3, 3)",16
2004145.1215,"(3, 4)",16
2004145.1215,"(3, 5)",16
2004145.1215,"(3, 6)",9
2004145.1215,"(3, 7)",3
2004145.1215,"(3, 8)",9
2004145.1215,"(3, 9)",16
2004145.1215,"(4, 0)",16
2004145.1215,"(4, 1)",16
2004145.1215,"(4, 2)",15
2004145.1215,"(4, 3)",16
2004145.1215,"(4, 4)",16
2004145.1215,"(4, 5)",16
2004145.1215,"(4, 6)",9
2004145.1215,"(4, 7)",9
2004145.1215,"(4, 8)",16
2004145.1215,"(4, 9)",15
2004145.1215,"(5, 0)",16
2004145.1215,"(5, 1)",16
2004145.1215,"(5, 2)",16
2004145.1215,"(5, 3)",16
2004145.1215,"(5, 4)",16
2004145.1215,"(5, 5)",9
2004145.1215,"(5, 6)",9
2004145.1215,"(5, 7)",16
2004145.1215,"(5, 9)",15
2004145.1215,"(6, 0)",16
2004145.1215,"(6, 1)",16
2004145.1215,"(6, 2)",15
2004145.1215,"(6, 3)",16
2004145.1215,"(6, 4)",9
2004145.1215,"(6, 5)",3
2004145.1215,"(6, 6)",9
2004145.1215,"(6, 7)",18
2004145.1215,"(6, 8)",9
2004145.1215,"(6, 9)",15
2004145.1215,"(7, 0)",16
2004145.1215,"(7, 1)",15
2004145.1215,"(7, 2)",15
2004145.1215,"(7, 3)",16
2004145.1215,"(7, 4)",9
2004145.1215,"(7, 5)",9
2004145.1215,"(7, 6)",16
2004145.1215,"(7, 7)",15
2004145.1215,"(7, 8)",16
2004145.1215,"(7, 9)",15
2004145.1215,"(8, 0)",16
2004145.1215,"(8, 1)",15
2004145.1215,"(8, 2)",15
2004145.1215,"(8, 3)",16
2004145.1215,"(8, 4)",16
2004145.1215,"(8, 5)",16
2004145.1215,"(8, 6)",18
2004145.1215,"(8, 7)",15
2004145.1215,"(8, 8)",15
2004145.1215,"(8, 9)",15
2004145.1215,"(9, 0)",16
2004145.1215,"(9, 1)",15
2004145.1215,"(9, 2)",16
2004145.1215,"(9, 3)",16
2004145.1215,"(9, 4)",16
2004145.1215,"(9, 5)",15
2004145.1215,"(9, 6)",15
2004145.1215,"(9, 7)",15
2004145.1215,"(9, 8)",1
2004145.1215,"(9, 9)",1
2004145.1215,"(10, 0)",16
2004145.1215,"(10, 1)",15
2004145.1215,"(10, 2)",16
2004145.1215,"(10, 3)",16
2004145.1215,"(10, 4)",15
2004145.1215,"(10, 5)",15
2004145.1215,"(10, 6)",15
2004145.1215,"(10, 7)",15
2004145.1215,"(10, 8)",15
2004145.1215,"(10, 9)",1
2004145.1215,"(11, 0)",1
2004145.1215,"(11, 1)",15
2004145.1215,"(11, 2)",15
2004145.1215,"(11, 3)",15
2004145.1215,"(11, 4)",15
2004145.1215,"(11, 5)",15
2004145.1215,"(11, 6)",15
2004145.1215,"(11, 7)",15
2004145.1215,"(11, 8)",1
2004145.1215,"(11, 9)",1
2004145.1215,"(12, 0)",1
2004145.1215,"(12, 1)",1
2004145.1215,"(12, 2)",15
2004145.1215,"(12, 3)",16
2004145.1215,"(12, 6)",18
2004145.1215,"(12, 7)",1
2004145.1215,"(12, 8)",1
2004145.1215,"(12, 9)",15
2004145.1215,"(13, 0)",1
2004145.1215,"(13, 1)",1
2004145.1215,"(13, 2)",15
2004145.1215,"(13, 3)",15
2004145.1215,"(13, 4)",15
2004145.1215,"(13, 5)",15
2004145.1215,"(13, 6)",15
2004145.1215,"(13, 7)",1
2004145.1215,"(13, 8)",15
2004145.1215,"(13, 9)",11
2004145.1215,"(14, 0)",1
2004145.1215,"(14, 1)",16
2004145.1215,"(14, 2)",16
2004145.1215,"(14, 3)",15
2004145.1215,"(14, 4)",1
2004145.1215,"(14, 5)",1
2004145.1215,"(14, 6)",1
2004145.1215,"(14, 7)",15
2004145.1215,"(14, 9)",1
2002135.1140,"(0, 0)",5
2002135.1140,"(0, 1)",5
2002135.1140,"(0, 2)",5
2002135.1140,"(0, 3)",12
2002135.1140,"(0, 4)",5
2002135.1140,"(0, 5)",5
2002135.1140,"(0, 6)",5
2002135.1140,"(0, 7)",5
2002135.1140,"(0, 8)",5
2002135.1140,"(0, 9)",13
2002135.1140,"(1, 0)",5
2002135.1140,"(1, 1)",5
2002135.1140,"(1, 2)",5
2002135.1140,"(1, 5)",5
2002135.1140,"(1, 6)",5
2002135.1140,"(1, 7)",5
2002135.1140,"(1, 8)",13
2002135.1140,"(2, 1)",12
2002135.1140,"(2, 2)",5
2002135.1140,"(2, 5)",5
2002135.1140,"(2, 6)",5
2002135.1140,"(2, 7)",13
2002135.1140,"(2, 8)",13
2002135.1140,"(2, 9)",13
2002135.1140,"(3, 0)",13
2002135.1140,"(3, 1)",5
2002135.1140,"(3, 3)",13
2002135.1140,"(3, 7)",13
2002135.1140,"(3, 8)",13
2002135.1140,"(3, 9)",7
2002135.1140,"(4, 0)",13
2002135.1140,"(4, 1)",13
2002135.1140,"(4, 2)",5
2002135.1140,"(4, 3)",5
2002135.1140,"(4, 4)",5
2002135.1140,"(4, 5)",5
2002135.1140,"(4, 6)",13
2002135.1140,"(4, 7)",13
2002135.1140,"(4, 8)",13
2002135.1140,"(4, 9)",7
2002135.1140,"(5, 2)",13
2002135.1140,"(5, 3)",13
2002135.1140,"(5, 4)",12
2002135.1140,"(5, 5)",12
2002135.1140,"(5, 6)",12
2002135.1140,"(5, 7)",0
2002135.1140,"(5, 8)",11
2002135.1140,"(5, 9)",0
2002135.1140,"(6, 2)",13
2002135.1140,"(6, 4)",13
2002135.1140,"(6, 5)",12
2002135.1140,"(6, 6)",2
2002135.1140,"(6, 7)",6
2002135.1140,"(6, 8)",0
2002135.1140,"(6, 9)",6
2002135.1140,"(7, 0)",13
2002135.1140,"(7, 1)",13
2002135.1140,"(7, 2)",7
2002135.1140,"(7, 3)",5
2002135.1140,"(7, 4)",7
2002135.1140,"(7, 5)",11
2002135.1140,"(7, 6)",6
2002135.1140,"(7, 7)",0
2002135.1140,"(7, 8)",0
2002135.1140,"(7, 9)",0
2002135.1140,"(8, 0)",5
2002135.1140,"(8, 1)",5
2002135.1140,"(8, 2)",1
2002135.1140,"(8, 3)",11
2002135.1140,"(8, 4)",0
2002135.1140,"(8, 5)",0
2002135.1140,"(8, 6)",0
2002135.1140,"(8, 7)",1
2002135.1140,"(8, 8)",1
2002135.1140,"(8, 9)",0
2002135.1140,"(9, 0)",11
2002135.1140,"(9, 1)",0
2002135.1140,"(9, 2)",1
2002135.1140,"(9, 3)",1
2002135.1140,"(9, 4)",0
2002135.1140,"(9, 5)",0
2002135.1140,"(9, 6)",1
2002135.1140,"(9, 7)",1
2002135.1140,"(9, 8)",1
2002135.1140,"(9, 9)",17
2002135.1140,"(10, 0)",8
2002135.1140,"(10, 1)",1
2002135.1140,"(10, 2)",1
2002135.1140,"(10, 3)",1
2002135.1140,"(10, 4)",1
2002135.1140,"(10, 5)",17
2002135.1140,"(10, 6)",17
2002135.1140,"(10, 7)",8
2002135.1140,"(10, 8)",8
2002135.1140,"(10, 9)",17
2002135.1140,"(11, 0)",1
2002135.1140,"(11, 1)",1
2002135.1140,"(11, 2)",1
2002135.1140,"(11, 3)",1
2002135.1140,"(11, 4)",16
2002135.1140,"(11, 5)",16
2002135.1140,"(11, 6)",16
2002135.1140,"(11, 7)",8
2002135.1140,"(11, 8)",8
2002135.1140,"(11, 9)",10
2002135.1140,"(12, 0)",8
2002135.1140,"(12, 1)",17
2002135.1140,"(12, 2)",15
2002135.1140,"(12, 3)",15
2002135.1140,"(12, 4)",16
2002135.1140,"(12, 5)",16
2002135.1140,"(12, 6)",8
2002135.1140,"(12, 7)",8
2002135.1140,"(12, 8)",8
2002135.1140,"(12, 9)",8
2002135.1140,"(13, 0)",8
2002135.1140,"(13, 1)",8
2002135.1140,"(13, 2)",16
2002135.1140,"(13, 3)",16
2002135.1140,"(13, 4)",8
2002135.1140,"(13, 5)",8
2002135.1140,"(13, 6)",8
2002135.1140,"(13, 7)",8
2002135.1140,"(13, 8)",8
2002135.1140,"(13, 9)",8
2002135.1140,"(14, 0)",8
2002135.1140,"(14, 1)",16
2002135.1140,"(14, 2)",8
2002135.1140,"(14, 3)",16
2002135.1140,"(14, 4)",8
2002135.1140,"(14, 5)",8
2002135.1140,"(14, 6)",8
2002135.1140,"(14, 7)",8
2002135.1140,"(14, 8)",8
2002135.1140,"(14, 9)",8
2004069.0740,"(0, 0)",0
2004069.0740,"(0, 1)",1
2004069.0740,"(0, 2)",1
2004069.0740,"(0, 3)",1
2004069.0740,"(0, 4)",8
2004069.0740,"(0, 5)",16
2004069.0740,"(0, 6)",16
2004069.0740,"(0, 7)",17
2004069.0740,"(0, 8)",1
2004069.0740,"(0, 9)",15
2004069.0740,"(1, 0)",1
2004069.0740,"(1, 1)",0
2004069.0740,"(1, 2)",1
2004069.0740,"(1, 3)",1
2004069.0740,"(1, 4)",8
2004069.0740,"(1, 5)",16
2004069.0740,"(1, 6)",8
2004069.0740,"(1, 7)",8
2004069.0740,"(1, 8)",15
2004069.0740,"(1, 9)",1
2004069.0740,"(2, 0)",1
2004069.0740,"(2, 1)",17
2004069.0740,"(2, 2)",1
2004069.0740,"(2, 3)",8
2004069.0740,"(2, 4)",8
2004069.0740,"(2, 5)",8
2004069.0740,"(2, 6)",16
2004069.0740,"(2, 7)",16
2004069.0740,"(2, 8)",15
2004069.0740,"(2, 9)",0
2004069.0740,"(3, 0)",1
2004069.0740,"(3, 1)",8
2004069.0740,"(3, 2)",1
2004069.0740,"(3, 3)",8
2004069.0740,"(3, 4)",8
2004069.0740,"(3, 5)",8
2004069.0740,"(3, 6)",16
2004069.0740,"(3, 7)",16
2004069.0740,"(3, 8)",15
2004069.0740,"(3, 9)",0
2004069.0740,"(4, 0)",1
2004069.0740,"(4, 1)",16
2004069.0740,"(4, 2)",16
2004069.0740,"(4, 3)",8
2004069.0740,"(4, 4)",8
2004069.0740,"(4, 5)",16
2004069.0740,"(4, 6)",18
2004069.0740,"(4, 7)",15
2004069.0740,"(4, 8)",0
2004069.0740,"(4, 9)",0
2004069.0740,"(5, 0)",16
2004069.0740,"(5, 1)",16
2004069.0740,"(5, 2)",8
2004069.0740,"(5, 3)",8
2004069.0740,"(5, 4)",16
2004069.0740,"(5, 5)",16
2004069.0740,"(5, 6)",15
2004069.0740,"(5, 7)",18
2004069.0740,"(5, 8)",1
2004069.0740,"(5, 9)",0
2004069.0740,"(6, 0)",16
2004069.0740,"(6, 1)",3
2004069.0740,"(6, 2)",3
2004069.0740,"(6, 3)",9
2004069.0740,"(6, 4)",9
2004069.0740,"(6, 5)",16
2004069.0740,"(6, 6)",16
2004069.0740,"(6, 7)",18
2004069.0740,"(6, 8)",15
2004069.0740,"(6, 9)",0
2004069.0740,"(7, 0)",16
2004069.0740,"(7, 1)",3
2004069.0740,"(7, 2)",3
2004069.0740,"(7, 3)",16
2004069.0740,"(7, 4)",16
2004069.0740,"(7, 5)",18
2004069.0740,"(7, 6)",18
2004069.0740,"(7, 8)",18
2004069.0740,"(7, 9)",1
2004069.0740,"(8, 0)",16
2004069.0740,"(8, 1)",3
2004069.0740,"(8, 2)",9
2004069.0740,"(8, 3)",8
2004069.0740,"(8, 4)",18
2004069.0740,"(8, 7)",18
2004069.0740,"(8, 8)",16
2004069.0740,"(8, 9)",1
2004069.0740,"(9, 0)",16
2004069.0740,"(9, 1)",9
2004069.0740,"(9, 2)",9
2004069.0740,"(9, 3)",16
2004069.0740,"(9, 7)",9
2004069.0740,"(9, 8)",16
2004069.0740,"(9, 9)",1
2004069.0740,"(10, 0)",16
2004069.0740,"(10, 1)",9
2004069.0740,"(10, 2)",16
2004069.0740,"(10, 3)",9
2004069.0740,"(10, 8)",16
2004069.0740,"(10, 9)",16
2004069.0740,"(11, 0)",16
2004069.0740,"(11, 1)",9
2004069.0740,"(11, 2)",16
2004069.0740,"(11, 3)",9
2004069.0740,"(11, 7)",3
2004069.0740,"(11, 8)",16
2004069.0740,"(11, 9)",8
2004069.0740,"(12, 0)",16
2004069.0740,"(12, 1)",18
2004069.0740,"(12, 2)",9
2004069.0740,"(12, 8)",8
2004069.0740,"(12, 9)",8
2004069.0740,"(13, 0)",16
2004069.0740,"(13, 1)",9
2004069.0740,"(14, 0)",9
2009324.0030,"(0, 1)",5
2009324.0030,"(1, 0)",5
2009324.0030,"(1, 1)",5
2009324.0030,"(1, 3)",5
2009324.0030,"(1, 4)",5
2009324.0030,"(2, 0)",5
2009324.0030,"(2, 1)",5
2009324.0030,"(2, 2)",5
2009324.0030,"(2, 9)",5
2009324.0030,"(3, 0)",5
2009324.0030,"(3, 1)",5
2009324.0030,"(3, 2)",5
2009324.0030,"(3, 3)",5
2009324.0030,"(3, 7)",5
2009324.0030,"(3, 9)",5
2009324.0030,"(4, 0)",5
2009324.0030,"(4, 1)",5
2009324.0030,"(4, 2)",5
2009324.0030,"(4, 9)",5
2009324.0030,"(5, 0)",5
2009324.0030,"(5, 1)",5
2009324.0030,"(5, 2)",5
2009324.0030,"(5, 8)",5
2009324.0030,"(5, 9)",13
2009324.0030,"(6, 0)",7
2009324.0030,"(6, 1)",5
2009324.0030,"(6, 2)",5
2009324.0030,"(6, 5)",5
2009324.0030,"(6, 6)",13
2009324.0030,"(6, 7)",13
2009324.0030,"(6, 8)",13
2009324.0030,"(6, 9)",11
2009324.0030,"(7, 0)",7
2009324.0030,"(7, 1)",13
2009324.0030,"(7, 2)",5
2009324.0030,"(7, 4)",13
2009324.0030,"(7, 5)",5
2009324.0030,"(7, 6)",11
2009324.0030,"(7, 7)",1
2009324.0030,"(7, 8)",11
2009324.0030,"(7, 9)",1
2009324.0030,"(8, 0)",7
2009324.0030,"(8, 1)",7
2009324.0030,"(8, 2)",13
2009324.0030,"(8, 3)",13
2009324.0030,"(8, 4)",1
2009324.0030,"(8, 5)",0
2009324.0030,"(8, 6)",1
2009324.0030,"(8, 7)",10
2009324.0030,"(8, 8)",10
2009324.0030,"(8, 9)",10
2009324.0030,"(9, 0)",15
2009324.0030,"(9, 1)",11
2009324.0030,"(9, 2)",15
2009324.0030,"(9, 3)",11
2009324.0030,"(9, 4)",17
2009324.0030,"(9, 5)",10
2009324.0030,"(9, 6)",10
2009324.0030,"(9, 7)",10
2009324.0030,"(9, 8)",10
2009324.0030,"(9, 9)",15
2009324.0030,"(10, 0)",7
2009324.0030,"(10, 1)",0
2009324.0030,"(10, 2)",1
2009324.0030,"(10, 3)",17
2009324.0030,"(10, 4)",10
2009324.0030,"(10, 5)",10
2009324.0030,"(10, 6)",1
2009324.0030,"(10, 7)",10
2009324.0030,"(10, 8)",10
2009324.0030,"(10, 9)",15
2009324.0030,"(11, 0)",0
2009324.0030,"(11, 1)",1
2009324.0030,"(11, 2)",17
2009324.0030,"(11, 3)",17
2009324.0030,"(11, 4)",10
2009324.0030,"(11, 5)",17
2009324.0030,"(11, 6)",17
2009324.0030,"(11, 7)",17
2009324.0030,"(11, 8)",15
2009324.0030,"(11, 9)",7
2009324.0030,"(12, 0)",17
2009324.0030,"(12, 1)",15
2009324.0030,"(12, 2)",17
2009324.0030,"(12, 3)",17
2009324.0030,"(12, 4)",15
2009324.0030,"(12, 5)",15
2009324.0030,"(12, 6)",15
2009324.0030,"(12, 7)",17
2009324.0030,"(12, 8)",1
2009324.0030,"(12, 9)",7
2009324.0030,"(13, 0)",17
2009324.0030,"(13, 1)",15
2009324.0030,"(13, 2)",15
2009324.0030,"(13, 3)",15
2009324.0030,"(13, 4)",15
2009324.0030,"(13, 5)",15
2009324.0030,"(13, 6)",17
2009324.0030,"(13, 7)",10
2009324.0030,"(13, 8)",10
2009324.0030,"(13, 9)",15
2009324.0030,"(14, 0)",15
2009324.0030,"(14, 1)",11
2009324.0030,"(14, 2)",17
2009324.0030,"(14, 3)",17
2009324.0030,"(14, 4)",1
2009324.0030,"(14, 5)",10
2009324.0030,"(14, 6)",10
2009324.0030,"(14, 7)",10
2009324.0030,"(14, 8)",10
2009324.0030,"(14, 9)",15
2010064.2350,"(0, 0)",1
2010064.2350,"(0, 1)",1
2010064.2350,"(0, 2)",11
2010064.2350,"(0, 3)",15
2010064.2350,"(0, 4)",0
2010064.2350,"(0, 5)",0
2010064.2350,"(0, 6)",0
2010064.2350,"(0, 7)",0
2010064.2350,"(0, 8)",6
2010064.2350,"(0, 9)",15
2010064.2350,"(1, 0)",1
2010064.2350,"(1, 1)",15
2010064.2350,"(1, 2)",15
2010064.2350,"(1, 3)",15
2010064.2350,"(1, 4)",15
2010064.2350,"(1, 5)",0
2010064.2350,"(1, 6)",0
2010064.2350,"(1, 7)",0
2010064.2350,"(1, 8)",0
2010064.2350,"(1, 9)",1
2010064.2350,"(2, 0)",1
2010064.2350,"(2, 1)",1
2010064.2350,"(2, 2)",15
2010064.2350,"(2, 3)",15
2010064.2350,"(2, 4)",1
2010064.2350,"(2, 5)",1
